time,elgeseter_pm25_nilu,torget_pm25_nilu,elgeseter_pm10_nilu,torget_pm10_nilu,elgeseter_pm1_iot,torget_pm1_iot,elgeseter_pm25_iot,torget_pm25_iot,elgeseter_pm10_iot,torget_pm10_iot,elgeseter_opctemp_iot,torget_opctemp_iot,elgeseter_opchum_iot,torget_opchum_iot,air_temperature,relative_humidity,precipitation,air_pressure,wind_speed,wind_direction,16219V72812_Total,44656V72812_Total,10236V72161_Total
2020-11-17 07:00:00,-0.171261,0.8,14.52881,2.8,0.49433830827474595,0.25396520756185054,2.713490891456604,1.6003982156515122,13.914497768878936,7.8577117919921875,15.0,14.95,34.05,34.8,8.1,51.0,0.0,982.0,4.3,167.0,1427.0,1710.0,356.0
2020-11-17 08:00:00,9.884423,2.4,72.038972,11.7,0.4240062151636396,0.3667221608616057,2.8656514315378097,1.9529099350883847,14.394220442998977,9.789197285970053,15.0,15.19047619047619,33.61904761904762,32.95238095238095,7.9,46.0,0.0,982.2,3.2,178.0,1504.0,1560.0,472.0
2020-11-17 09:00:00,8.053657,5.0,60.303771,29.3,0.6205953389406205,0.46529190614819527,4.020342004299164,2.5173171520233155,20.281180906295777,12.03537712097168,15.55,16.0,32.2,30.4,8.2,45.0,0.0,982.0,4.0,185.0,1187.0,1440.0,338.0
2020-11-17 10:00:00,8.639258,7.2,60.065695,42.5,0.4294600302264804,0.4190435523078555,3.035084849312192,2.1423591261818293,16.2682645434425,9.237570785340809,16.285714285714285,16.904761904761905,31.0,29.38095238095238,8.0,48.0,0.0,981.7,3.2,203.0,1283.0,1484.0,392.0
2020-11-17 11:00:00,7.846194,8.7,72.247416,49.0,0.38637553751468656,0.35063790157437325,2.214463320374489,1.625845444202423,11.6177432179451,8.51415948867798,17.15,18.0,29.85,28.6,8.6,49.0,0.0,981.0,3.1,198.0,1312.0,1482.0,460.0
2020-11-17 12:00:00,7.470956,9.9,56.665761,55.9,0.4458755723067692,0.35262929115976605,1.929995820635841,1.4423939216704595,9.192277159009661,7.004182770138695,18.0,19.0,29.0,27.142857142857142,9.1,48.0,0.0,980.3,4.2,207.0,1386.0,1573.0,491.0
2020-11-17 13:00:00,2.809699,9.6,44.748313,54.0,0.1412699207663536,0.28828528001904485,0.6532909482717514,0.8104135558009148,2.9167145788669586,2.8316388547420503,17.85,18.3,31.8,31.7,8.8,55.0,0.0,980.1,5.6,174.0,1427.0,1669.0,505.0
2020-11-17 14:00:00,4.7995719999999995,8.0,41.796715,46.4,0.17362577822946368,0.48596837123235065,0.6374658331984565,1.0117668708165486,1.7888988852500916,2.2166566167558943,16.285714285714285,16.285714285714285,39.61904761904762,39.095238095238095,6.7,73.0,0.4,980.2,5.6,174.0,1592.0,1878.0,531.0
2020-11-17 15:00:00,1.7547869999999999,6.1,12.973628,35.1,0.27469868063926695,0.46742551401257515,0.8984309762716294,0.9760703071951866,2.8785263299942017,2.466160091757774,15.15,16.0,43.4,41.65,6.7,74.0,0.1,979.1,4.7,177.0,1814.0,2083.0,641.0
2020-11-17 16:00:00,2.228401,4.1,4.571141,15.5,0.5304203884942191,0.7314925151211875,1.6808818181355794,1.6077357019696916,5.657931872776577,3.1731993414106823,15.0,15.571428571428571,46.523809523809526,44.714285714285715,6.4,78.0,0.4,979.3,3.0,195.0,1595.0,1632.0,616.0
2020-11-17 17:00:00,1.573666,3.6,3.712635,6.3,0.6855840846896172,0.7839280843734742,2.035718250274658,1.7672642946243287,5.10797421336174,3.4702650904655457,14.95,15.0,48.05,46.15,5.7,87.0,1.2,979.8,1.9,196.0,1184.0,1192.0,435.0
2020-11-17 18:00:00,5.096042,4.4,8.908397,6.3,0.5660373213745299,0.6257219201042539,1.520850502309345,1.124801496664683,3.5226345232554843,1.9728343827383858,15.0,15.285714285714286,48.333333333333336,46.0,6.3,84.0,0.2,979.9,3.9,183.0,1037.0,1043.0,442.0
2020-11-17 19:00:00,6.5955,6.2,12.10064,9.0,0.3756528958678246,0.5194470204412938,0.873308664560318,0.8551805704832077,2.0820897102355955,1.4253990679979325,15.0,15.95,48.65,45.9,6.2,86.0,0.0,980.6,2.8,192.0,860.0,857.0,380.0
2020-11-17 20:00:00,5.263752,7.0,8.459514,9.9,0.2820580488159543,0.35078720393634977,0.7069351758275714,0.6395325362682343,2.2284066733859835,1.1051692167917888,15.0,16.0,49.0,46.57142857142857,6.5,86.0,0.0,981.5,3.2,213.0,656.0,684.0,330.0
2020-11-17 21:00:00,1.206785,5.1,2.728528,5.6,0.16843801997601987,0.14129276797175408,0.7205258131027221,0.6043643489480018,2.2373175829648972,1.5263029605150222,15.85,15.9,47.5,45.25,6.5,86.0,0.0,982.6,3.6,230.0,553.0,664.0,249.0
2020-11-17 22:00:00,2.233485,3.8,3.339203,3.8,0.1223709075933411,0.1281611891019912,0.5679091513156891,0.6222144379502251,1.2825540048735482,1.313875334603446,15.0,15.0,46.38095238095238,44.0,6.4,85.0,0.0,983.4,3.0,243.0,375.0,493.0,195.0
2020-11-17 23:00:00,2.539295,3.1,4.425215,3.1,0.09215349033474922,0.08885329775512218,0.578417195379734,0.46395926401019094,1.3651834547519683,1.0433722093701363,14.6,14.6,46.65,44.65,6.1,81.0,0.0,984.4,3.1,234.0,211.0,182.0,128.0
2020-11-18 00:00:00,-2.57727,1.1,-2.57658,1.0,0.08363646324723958,0.1166746745861712,0.4313426688313484,0.6367829442024231,1.13582796305418,1.7102795016197931,14.0,14.0,47.65,45.095238095238095,5.3,87.0,0.0,985.2,2.1,242.0,118.0,116.0,85.0
2020-11-18 01:00:00,-0.6454200000000001,0.6000000000000001,-0.057701999999999996,0.6000000000000001,0.11271939905626434,0.12259898073971272,0.49933292326473055,0.5608706094324589,1.2729548726763045,1.0916413754224776,14.238095238095237,14.2,47.857142857142854,45.15,5.2,87.0,0.0,985.9,1.7,209.0,43.0,45.0,50.0
2020-11-18 02:00:00,3.20193,0.5,4.021977,0.4,0.10613182596862317,0.11632615363314039,0.45627553164958956,0.5049982056731269,1.0691556990146638,1.0834589628946214,15.0,15.0,47.1,44.666666666666664,5.5,82.0,0.0,986.4,2.7,218.0,19.0,24.0,14.0
2020-11-18 03:00:00,1.9822989999999998,0.5,2.604491,0.4,0.11335761565715075,0.1144925195723772,0.48756906390190125,0.49376256167888644,1.1973716288805007,1.171028657257557,14.95,14.95,46.5,44.55,5.1,83.0,0.0,986.2,2.9,230.0,24.0,28.0,17.0
2020-11-18 04:00:00,-2.600975,0.6000000000000001,-1.8651,0.4,0.13349933532022296,0.14275533102807544,0.6015509182498568,0.6305724708806901,1.5674379439581008,2.014954047543662,14.0,14.619047619047619,46.76190476190476,44.285714285714285,5.0,84.0,0.0,986.4,2.9,221.0,29.0,36.0,25.0
2020-11-18 05:00:00,-0.933557,0.6000000000000001,-0.088223,0.5,0.1558676678687334,0.17203939147293568,0.6380934551358223,0.669651460647583,1.7924706637859344,1.8052473336458206,14.0,14.0,47.8,45.65,4.5,90.0,0.0,986.5,2.3,217.0,129.0,162.0,43.0
2020-11-18 06:00:00,-4.8141359999999995,0.7000000000000001,-3.8034749999999997,0.6000000000000001,0.21788927628880456,0.22287661121005103,0.9137941769191197,0.8482676432246253,2.70587306363242,2.5463028975895474,14.0,14.904761904761905,47.80952380952381,45.333333333333336,4.7,87.0,0.0,986.3,1.9,201.0,617.0,856.0,148.0
2020-11-18 07:00:00,0.591606,0.8,2.042708,0.7000000000000001,0.24768787026405334,0.28244274854660034,0.8085591077804566,0.839063934981823,2.1490621328353883,2.484760671854019,14.0,15.0,47.35,45.2,4.8,85.0,0.0,985.9,2.2,203.0,1457.0,1692.0,341.0
2020-11-18 08:00:00,1.769523,1.2,4.247453,1.4,0.2864469438791275,0.3724053785914466,0.9349287010374523,1.0303356761024112,2.672224725995745,2.9222326959882463,14.0,15.0,48.04761904761905,45.714285714285715,4.6,88.0,0.0,986.1,1.0,212.0,1539.0,1519.0,477.0
2020-11-18 09:00:00,3.699022,2.1,6.028383,2.7,0.49528679847717283,0.4798717051744461,1.8683546960353852,1.377307552099228,6.7269211769104,3.527144801616669,14.0,14.8,49.55,47.65,4.3,91.0,0.2,985.4,1.0,183.0,1234.0,1409.0,347.0
2020-11-18 10:00:00,,3.0,,4.0,0.8490028409730821,0.8051270558720544,2.796838022413708,2.0765178203582764,8.36335393360683,5.176662127176921,14.0,15.0,50.80952380952381,48.0,4.2,92.0,0.3,984.4,1.9,147.0,1273.0,1400.0,350.0
2020-11-18 11:00:00,,4.1,,5.5,0.6944207742810249,0.4677398458123207,2.3059529423713685,1.2040516495704652,6.524933171272278,3.1814884901046754,14.0,14.55,50.25,47.45,3.9,90.0,0.8,983.4,1.5,129.0,1300.0,1418.0,431.0
2020-11-18 12:00:00,,4.7,,6.6,0.45418720727875117,0.35642880485171363,1.7532860069047838,1.0498217401050387,5.014858279909406,2.195998958178929,14.0,13.333333333333334,49.666666666666664,47.19047619047619,3.4,89.0,0.9,982.4,1.5,67.0,1382.0,1511.0,515.0
2020-11-18 13:00:00,,5.8,,8.1,0.44028139039874076,0.38721324428915976,1.7238250941038131,1.094664242863655,4.844245666265488,1.9036699384450912,13.05,12.65,50.0,48.0,3.1,92.0,1.3,981.4,1.3,93.0,1440.0,1649.0,539.0
2020-11-18 14:00:00,,4.4,,5.8,0.4916990598042806,0.31172895076729,1.4012832868666876,0.7594386012781233,3.164043108622233,1.2213682589076815,13.0,12.0,50.04761904761905,48.095238095238095,2.4,92.0,1.2,980.6,0.8,123.0,1636.0,1815.0,582.0
2020-11-18 15:00:00,,2.9,,3.0,0.6277017876505852,0.3662245601415634,1.4673587411642075,0.6656580924987793,2.7216448366641997,1.373297418653965,12.25,12.0,50.0,48.4,1.8,93.0,1.4,979.8,0.5,167.0,1830.0,2094.0,647.0
2020-11-18 16:00:00,,2.6,,2.7,1.2466236494836354,1.1828603347142537,2.0189632574717202,1.5321028317723955,3.447559799466814,1.869067790962401,12.0,11.523809523809524,50.0,48.42857142857143,1.3,94.0,1.3,979.1,0.6,204.0,1640.0,1675.0,708.0
2020-11-18 17:00:00,,1.9,,2.0,3.799741780757904,2.0851379573345183,5.650311732292176,2.7978019535541536,6.866135966777802,3.6052493810653687,11.8,11.0,49.95,49.1,0.6,94.0,1.3,978.1,0.2,6.0,1300.0,1228.0,545.0
2020-11-18 18:00:00,,3.1,,3.1,6.005315826052711,2.871246780667986,9.356851555052257,3.8021386691502164,11.048181465693883,4.107770885740008,11.0,11.0,49.95238095238095,48.904761904761905,0.5,95.0,1.0,977.0,0.5,227.0,1069.0,1010.0,484.0
2020-11-18 19:00:00,,5.8,,5.8,7.402258825302124,3.4218073070049284,12.172547197341919,4.675065791606903,14.772424221038818,5.519756925106049,11.0,10.95,50.0,49.05,0.4,96.0,1.2,975.9,0.4,197.0,866.0,852.0,376.0
2020-11-18 20:00:00,,8.4,,8.9,8.957886491503034,3.3216227009182884,14.6962768917992,4.541173900876727,16.772569883437384,5.561922754560198,10.0,11.0,50.04761904761905,49.0,0.3,96.0,0.9,975.4,0.8,237.0,678.0,648.0,335.0
2020-11-18 21:00:00,,11.4,,11.8,7.6994160324335095,1.241614777687937,12.49723141491413,1.7888779412955045,14.637349957227707,2.3456640457734466,10.0,10.95,50.1,49.5,0.3,97.0,1.2,974.6,0.4,230.0,561.0,640.0,285.0
2020-11-18 22:00:00,10.575733,13.3,11.004839,13.7,0.06113711709067935,0.05896921526818048,0.35359389583269757,0.3224169430988176,1.7699883055119288,1.321347998721259,10.619047619047619,10.904761904761905,51.23809523809524,48.904761904761905,0.8,97.0,1.5,974.1,3.4,9.0,445.0,501.0,183.0
